engine_type,HP or lbs thr ea engine,Max speed Knots,Rcmnd cruise Knots,Stall Knots dirty,Fuel gal/lbs,All eng rate of climb,Eng out rate of climb,Takeoff over 50ft,Landing over 50ft,Empty weight lbs,Length ft/in,Wing span ft/in,Range N.M.,Price
Piston,200.0,153.0,144.0,50.0,51,860.0,1585.0,1350.0,2800.0,1630.0,27.0,35.0,506.0,1690000.0
Piston,180.0,139.0,130.0,46.0,50,840.0,1400.0,1220.0,2500.0,1643.0,27.0,35.0,490.0,1460000.0
Piston,180.0,133.0,123.0,46.0,50,840.0,1400.0,1220.0,2500.0,1485.0,27.0,35.0,417.0,1460000.0
Piston,180.0,130.0,120.0,49.0,49,760.0,1575.0,1220.0,2500.0,1440.0,27.0,35.0,410.0,1580000.0
Piston,150.0,125.0,117.0,46.0,49,670.0,1575.0,1135.0,2350.0,1415.0,27.0,35.0,591.0,1270000.0
Piston,175.0,123.0,118.0,56.0,52,790.0,1450.0,1170.0,2450.0,1325.0,25.0,36.0,589.0,1450000.0
Piston,175.0,128.0,121.0,54.0,52,850.0,1340.0,1155.0,2350.0,1312.0,25.0,36.0,593.0,1590000.0
Piston,180.0,144.0,140.0,50.0,66,800.0,1775.0,1340.0,2650.0,1627.0,27.0,35.0,720.0,1680000.0
Piston,180.0,123.0,122.0,48.0,54,680.0,1690.0,1335.0,2550.0,1480.0,26.0,36.0,475.0,1700000.0
Piston,195.0,132.0,130.0,47.0,52,870.0,1360.0,1345.0,2550.0,1572.0,27.0,35.0,570.0,1700000.0
Piston,180.0,126.0,124.0,48.0,56,730.0,1630.0,1335.0,2550.0,1663.0,27.0,36.0,638.0,1400000.0
Piston,160.0,123.0,122.0,47.0,53,720.0,1685.0,1295.0,2457.0,1600.0,26.0,36.0,580.0,1350000.0
Piston,160.0,123.0,120.0,46.0,43,700.0,1625.0,1280.0,2400.0,1454.0,26.0,35.0,440.0,1300000.0
Piston,160.0,124.0,122.0,44.0,43,770.0,1390.0,1250.0,2300.0,1430.0,26.0,35.0,440.0,1420000.0
Piston,150.0,122.0,115.0,44.0,42,645.0,1525.0,1250.0,2300.0,1335.0,26.0,35.0,435.0,1310000.0
Piston,150.0,122.0,115.0,43.0,42,645.0,1525.0,1250.0,2300.0,1315.0,26.0,35.0,417.0,1310000.0
Piston,195.0,117.0,116.0,44.0,52,870.0,1850.0,1390.0,2550.0,1834.0,26.0,35.0,539.0,1550000.0
Piston,160.0,96.0,95.0,44.0,43,740.0,2160.0,1345.0,2220.0,1632.0,26.0,35.0,440.0,1500000.0
Piston,150.0,98.0,97.0,44.0,42,715.0,2390.0,1345.0,2220.0,1574.0,27.0,35.0,435.0,1200000.0
Piston,150.0,94.0,92.0,45.0,42,580.0,2390.0,1345.0,2220.0,1450.0,27.0,35.0,435.0,1200000.0
Piston,150.0,94.0,92.0,45.0,42,580.0,2390.0,1345.0,2220.0,1405.0,26.0,35.0,418.0,1200000.0
Piston,150.0,122.0,115.0,43.0,42,645.0,1525.0,1250.0,2300.0,1300.0,26.0,36.0,515.0,1310000.0
Piston,145.0,121.0,114.0,43.0,42,645.0,1525.0,1250.0,2300.0,1330.0,26.0,36.0,515.0,1310000.0
Piston,145.0,121.0,114.0,43.0,42,675.0,1450.0,1200.0,2250.0,1330.0,26.0,36.0,515.0,1420000.0
Piston,145.0,122.0,114.0,51.0,42,730.0,1370.0,1115.0,2200.0,1325.0,26.0,36.0,515.0,1510000.0
Piston,145.0,117.0,108.0,50.0,37,660.0,1650.0,1115.0,2200.0,1260.0,25.0,36.0,420.0,1330000.0
Piston,145.0,122.0,104.0,50.0,42,690.0,1820.0,1145.0,2200.0,1205.0,25.0,36.0,410.0,1550000.0
Piston,110.0,110.0,107.0,43.0,26,715.0,1340.0,1200.0,1670.0,1141.0,24.0,33.0,315.0,1470000.0
Piston,100.0,109.0,106.0,42.0,26,670.0,1385.0,1075.0,1600.0,1104.0,23.0,33.0,303.0,1400000.0
Piston,100.0,106.0,102.0,42.0,26,670.0,1385.0,1075.0,1600.0,1060.0,23.0,33.0,303.0,1265000.0
Piston,100.0,108.0,103.0,42.0,26,670.0,1385.0,1075.0,1600.0,1040.0,23.0,32.0,303.0,1400000.0
Piston,100.0,104.0,100.0,42.0,26,670.0,1385.0,1075.0,1600.0,1020.0,23.0,32.0,303.0,1265000.0
Piston,100.0,106.0,102.0,42.0,26,670.0,1385.0,1075.0,1600.0,1065.0,23.0,32.0,303.0,1265000.0
Piston,100.0,90.0,85.0,43.0,26,560.0,2075.0,850.0,1650.0,1120.0,24.0,32.0,276.0,1070000.0
Piston,100.0,109.0,102.0,43.0,26,670.0,1375.0,1075.0,1600.0,970.0,23.0,32.0,303.0,1265000.0
Piston,100.0,108.0,105.0,43.0,26,740.0,1205.0,1055.0,1500.0,965.0,21.0,33.0,320.0,1530000.0
Piston,100.0,108.0,104.0,47.0,26,740.0,1205.0,1055.0,1500.0,962.0,21.0,33.0,318.0,1530000.0
Piston,90.0,103.0,90.0,46.0,21,640.0,1850.0,1530.0,1500.0,850.0,20.0,33.0,315.0,1560000.0
Piston,85.0,102.0,88.0,46.0,21,620.0,1950.0,1530.0,1500.0,850.0,20.0,33.0,315.0,1510000.0
Piston,85.0,104.0,100.0,43.0,25,640.0,1850.0,1530.0,1450.0,818.0,20.0,32.0,390.0,1550000.0
Piston,270.0,197.0,187.0,59.0,90,1050.0,2223.0,1312.0,3305.0,2152.0,24.0,32.0,870.0,2500000.0
Piston,265.0,164.0,149.0,54.0,90,1070.0,1985.0,1200.0,3250.0,2102.0,24.0,32.0,1005.0,1680000.0
Piston,270.0,197.0,177.0,59.0,90,1050.0,2223.0,1312.0,3305.0,2151.0,24.0,32.0,870.0,2500000.0
Piston,260.0,166.0,157.0,54.0,68,1030.0,2150.0,1200.0,3260.0,2070.0,25.0,32.0,665.0,1650000.0
Piston,260.0,166.0,157.0,55.0,68,1088.0,1990.0,1200.0,3140.0,1905.0,25.0,32.0,665.0,1740000.0
Piston,210.0,170.0,163.0,54.0,48,914.0,1750.0,1275.0,2950.0,2035.0,25.0,35.0,620.0,2000000.0
Piston,200.0,150.0,142.0,51.0,48,950.0,1829.0,1039.0,2800.0,1773.0,25.0,35.0,575.0,1505000.0
Piston,200.0,149.0,140.0,54.0,48,1020.0,1585.0,1310.0,2650.0,1691.0,24.0,32.0,569.0,1390000.0
Piston,200.0,152.0,143.0,53.0,60,1000.0,1460.0,1310.0,2550.0,1530.0,24.0,32.0,750.0,1700000.0
Piston,100.0,122.0,103.0,27.0,25,790.0,975.0,1040.0,1320.0,825.0,23.0,34.0,434.0,1800000.0
Jet,4750.0,513.0,459.0,81.0,19165,4000.0,4950.0,3500.0,45500.0,22573.0,66.0,63.0,4400.0,4100000.0
Jet,4500.0,513.0,459.0,81.0,19165,3500.0,5300.0,3500.0,45500.0,22573.0,66.0,63.0,4200.0,3900000.0
Jet,3700.0,518.0,430.0,77.0,15520,3430.0,4700.0,2800.0,38800.0,21100.0,60.0,61.0,3500.0,4100000.0
Jet,5200.0,521.0,435.0,89.0,10684,3065.0,5260.0,2860.0,32000.0,18800.0,56.0,53.0,2500.0,3900000.0
Jet,4125.0,530.0,457.0,90.0,8420,3500.0,3800.0,2940.0,26455.0,16600.0,56.0,53.0,1200.0,4200000.0
Jet,4250.0,512.0,457.0,90.0,8980,3500.0,6400.0,4850.0,27337.0,15400.0,56.0,53.0,1630.0,4200000.0
Jet,4315.0,530.0,458.0,84.5,9250,3300.0,5000.0,3300.0,28660.0,15970.0,56.0,53.0,1610.0,4200000.0
Jet,4500.0,530.0,410.0,88.0,9098,3330.0,4950.0,2450.0,28660.0,17500.0,56.0,53.0,1614.0,3700000.0
Jet,3230.0,513.0,459.0,84.0,5912,4600.0,4615.0,2750.0,19300.0,11200.0,45.0,42.0,1828.0,3900000.0
Jet,3230.0,513.0,459.0,88.0,5912,4600.0,4615.0,2750.0,18740.0,10800.0,45.0,42.0,1828.0,4500000.0
Jet,3230.0,459.0,426.0,92.0,5910,4200.0,4300.0,3300.0,18300.0,10800.0,45.0,42.0,1800.0,4500000.0
Propjet,620.0,182.0,170.0,58.0,2583,1600.0,1500.0,1940.0,12500.0,6881.0,51.0,65.0,300.0,2670000.0
Propjet,620.0,182.0,171.0,64.0,2457,1600.0,1940.0,1940.0,12500.0,7487.0,51.0,65.0,300.0,2670000.0
Piston,135.0,194.0,172.0,56.0,52,1280.0,1730.0,1877.0,3935.0,2765.0,28.0,44.0,1129.0,1800000.0
Propjet,700.0,300.0,291.0,61.0,1887,2380.0,1591.0,2034.0,6579.0,4050.0,34.0,41.0,1563.0,3000000.0
Piston,250.0,167.0,160.0,54.0,86,1260.0,1953.0,1750.0,3083.0,1744.0,25.0,32.0,1100.0,2000000.0
Jet,900.0,64.0,426.0,69.0,1686,3314.0,2297.0,2155.0,5920.0,3550.0,33.0,37.0,1300.0,4100000.0
Propjet,1000.0,278.0,248.0,88.0,648,2635.0,3340.0,2970.0,14500.0,9200.0,59.0,57.0,2040.0,2990000.0
Propjet,1000.0,283.0,261.0,87.0,648,2440.0,2850.0,2532.0,14000.0,9100.0,59.0,57.0,2040.0,3000000.0
Propjet,900.0,303.0,264.0,92.0,648,2650.0,3080.0,2805.0,13230.0,8200.0,42.0,47.0,2178.0,2940000.0
Propjet,900.0,300.0,265.0,92.0,648,2650.0,2920.0,3530.0,13230.0,8150.0,42.0,46.0,2025.0,2700000.0
Propjet,900.0,303.0,264.0,89.0,648,2800.0,2400.0,3360.0,12500.0,8090.0,42.0,46.0,2025.0,2940000.0
Propjet,900.0,309.0,295.0,89.0,648,2780.0,2970.0,3240.0,12500.0,7800.0,42.0,46.0,2025.0,3140000.0
Piston,100.0,145.0,119.0,35.0,29,850.0,1050.0,1100.0,1320.0,760.0,20.0,31.0,730.0,1320000.0
Piston,100.0,133.0,116.0,36.0,18,850.0,1450.0,1410.0,1320.0,820.0,20.0,20.0,400.0,1320000.0
Jet,13850.0,505.0,459.0,115.0,29500,4122.0,5450.0,3190.0,75000.0,42500.0,88.0,77.0,4220.0,4500000.0
Jet,13850.0,510.0,459.0,108.0,29500,4219.0,5265.0,3393.0,73200.0,42500.0,88.0,77.0,4420.0,4500000.0
Jet,11400.0,503.0,459.0,104.0,28300,4049.0,5115.0,3250.0,69700.0,38000.0,83.0,77.0,3767.0,4500000.0
Jet,11400.0,503.0,459.0,103.0,28300,4049.0,5115.0,3250.0,69700.0,38150.0,79.0,77.0,3680.0,4500000.0
Jet,11400.0,503.0,459.0,103.0,26800,4240.0,5750.0,3168.0,65500.0,37186.0,79.0,72.0,2795.0,4500000.0
Jet,11400.0,503.0,459.0,108.0,23300,4345.0,5625.0,3198.0,64800.0,36544.0,79.0,68.0,2592.0,4500000.0
Jet,3700.0,476.0,415.0,89.0,9580,3500.0,5250.0,2350.0,23500.0,12800.0,52.0,44.0,2904.0,4500000.0
Jet,3700.0,471.0,426.0,90.0,8710,3200.0,4950.0,2450.0,22850.0,12500.0,52.0,44.0,2440.0,4500000.0
Jet,3100.0,471.0,426.0,87.0,8620,4040.0,5750.0,2900.0,20700.0,11500.0,52.0,44.0,1450.0,4500000.0
Jet,2950.0,471.0,426.0,84.0,7350,5000.0,5450.0,3900.0,18500.0,10500.0,50.0,43.0,1100.0,4500000.0
Jet,2850.0,471.0,426.0,82.0,6250,4400.0,5400.0,3900.0,17500.0,10500.0,50.0,43.0,950.0,4000000.0
Piston,180.0,122.0,114.0,39.0,40,800.0,1275.0,900.0,2400.0,1555.0,24.0,38.0,296.0,1300000.0
Piston,180.0,123.0,117.0,45.0,30,800.0,1375.0,900.0,2350.0,1520.0,23.0,34.0,305.0,1350000.0
Piston,150.0,109.0,97.0,50.0,30,700.0,1550.0,900.0,2150.0,1450.0,23.0,34.0,320.0,950000.0
Piston,180.0,149.0,143.0,39.0,40,800.0,1275.0,900.0,2400.0,1575.0,24.0,38.0,543.0,2000000.0
Piston,200.0,135.0,130.0,39.0,40,1200.0,1050.0,950.0,2690.0,1555.0,24.0,38.0,455.0,1470000.0
Piston,90.0,96.0,83.0,37.0,25,660.0,1850.0,1540.0,1400.0,870.0,20.0,35.0,273.0,1600000.0
Piston,85.0,91.0,83.0,37.0,30,640.0,1850.0,1540.0,1400.0,791.0,19.0,34.0,346.0,1550000.0
Piston,65.0,91.0,78.0,37.0,14,550.0,1950.0,1540.0,1260.0,750.0,19.0,34.0,182.0,1400000.0
Piston,235.0,157.0,129.0,38.0,40,1900.0,540.0,540.0,2500.0,1425.0,23.0,33.0,360.0,2000000.0
Piston,220.0,157.0,150.0,33.0,42,1250.0,585.0,600.0,2300.0,1300.0,23.0,30.0,485.0,1900000.0
Piston,210.0,157.0,137.0,33.0,40,1250.0,600.0,600.0,2300.0,1350.0,22.0,30.0,345.0,1800000.0
Piston,220.0,157.0,152.0,35.0,42,1250.0,600.0,650.0,2300.0,1280.0,22.0,29.0,530.0,1900000.0
Piston,210.0,157.0,143.0,35.0,42,1250.0,585.0,600.0,2100.0,1250.0,22.0,29.0,500.0,1800000.0
Piston,180.0,148.0,135.0,35.0,42,1000.0,700.0,600.0,2300.0,1250.0,22.0,29.0,525.0,1700000.0
Piston,145.0,157.0,130.0,35.0,42,700.0,900.0,600.0,2100.0,1100.0,22.0,29.0,750.0,1200000.0
Jet,2500.0,430.0,400.0,77.0,4260,3050.0,3850.0,2800.0,14630.0,9410.0,48.0,43.0,1513.0,4100000.0
Jet,2500.0,434.0,410.0,77.0,646,3000.0,4100.0,2700.0,13890.0,8300.0,48.0,43.0,1510.0,4100000.0
Propjet,778.0,309.0,296.0,77.0,403,2200.0,2170.0,1880.0,11575.0,7650.0,39.0,39.0,1391.0,2975000.0
Propjet,727.0,322.0,313.0,73.0,403,2350.0,1800.0,1600.0,10470.0,7010.0,33.0,39.0,1600.0,3350000.0
Propjet,724.0,317.0,304.0,73.0,364,2840.0,1800.0,1600.0,10470.0,6864.0,33.0,39.0,1250.0,3220000.0
Propjet,776.0,296.0,283.0,77.0,364,2630.0,2170.0,1880.0,11575.0,7570.0,39.0,39.0,1200.0,2960000.0
Propjet,724.0,317.0,270.0,71.0,366,3100.0,1700.0,1490.0,9920.0,5920.0,33.0,39.0,1175.0,3320000.0
Propjet,724.0,300.0,265.0,73.0,366,2690.0,1870.0,1670.0,10800.0,6800.0,39.0,39.0,1150.0,3080000.0
Propjet,705.0,283.0,261.0,73.0,366,2590.0,1890.0,1670.0,10800.0,6700.0,39.0,39.0,1100.0,2700000.0
Propjet,705.0,296.0,270.0,71.0,366,2875.0,1700.0,1320.0,9920.0,5790.0,33.0,39.0,1150.0,3040000.0
Jet,280.0,242.0,175.0,56.0,89,1375.0,2100.0,2650.0,3368.0,2380.0,26.0,36.0,1275.0,2500000.0
Piston,280.0,197.0,191.0,60.0,95,1200.0,1700.0,1600.0,3368.0,2200.0,26.0,36.0,900.0,2100000.0
Piston,310.0,217.0,200.0,60.0,92,1120.0,2079.0,1549.0,3680.0,2380.0,26.0,35.0,813.0,2400000.0
Piston,310.0,197.0,170.0,59.0,100,1300.0,2600.0,2500.0,3380.0,2250.0,26.0,36.0,1450.0,2000000.0
Piston,220.0,213.0,197.0,60.0,80,1300.0,2000.0,2320.0,3100.0,2000.0,25.0,36.0,1100.0,2500000.0
Piston,210.0,219.0,201.0,59.0,75,1080.0,2200.0,2300.0,2900.0,1800.0,25.0,36.0,980.0,2800000.0
Piston,200.0,178.0,171.0,54.0,64,1060.0,1700.0,1600.0,2740.0,1710.0,24.0,36.0,690.0,1860000.0
Piston,210.0,201.0,191.0,57.0,75,1080.0,2060.0,2280.0,2900.0,1800.0,25.0,36.0,980.0,2400000.0
Piston,200.0,175.0,170.0,53.0,64,1030.0,1550.0,1550.0,2740.0,1671.0,24.0,36.0,690.0,1880000.0
Piston,200.0,161.0,156.0,54.0,64,1055.0,1385.0,1786.0,2740.0,1640.0,24.0,35.0,734.0,1880000.0
Piston,200.0,165.0,160.0,50.0,52,1125.0,1550.0,1550.0,2575.0,1600.0,23.0,35.0,601.0,2120000.0
Piston,180.0,155.0,147.0,50.0,52,875.0,1250.0,1670.0,2525.0,1585.0,24.0,35.0,627.0,1700000.0
Piston,180.0,147.0,143.0,50.0,52,800.0,1395.0,1610.0,2575.0,1525.0,23.0,35.0,659.0,1650000.0
Piston,180.0,153.0,150.0,50.0,52,860.0,1395.0,1550.0,2575.0,1525.0,23.0,35.0,659.0,1950000.0
Piston,200.0,171.0,163.0,50.0,52,1110.0,1300.0,1365.0,2575.0,1575.0,23.0,35.0,601.0,1880000.0
Piston,180.0,165.0,158.0,50.0,52,800.0,1250.0,1550.0,2575.0,1525.0,23.0,35.0,659.0,1720000.0
Piston,180.0,165.0,158.0,50.0,52,1150.0,1050.0,1100.0,2450.0,1525.0,23.0,35.0,745.0,1850000.0
Piston,180.0,165.0,157.0,50.0,35,1150.0,1050.0,1100.0,2450.0,1440.0,23.0,35.0,513.0,2000000.0
Piston,150.0,149.0,143.0,50.0,35,900.0,1150.0,1100.0,2450.0,1415.0,23.0,35.0,655.0,1720000.0
Piston,180.0,128.0,117.0,50.0,52,740.0,1125.0,1100.0,2500.0,1455.0,23.0,35.0,715.0,1360000.0
Piston,90.0,103.0,96.0,40.0,24,835.0,953.0,1016.0,1450.0,950.0,20.0,30.0,484.0,1250000.0
Piston,90.0,112.0,108.0,39.0,24,640.0,1250.0,1350.0,1450.0,950.0,20.0,30.0,456.0,1730000.0
Piston,285.0,177.0,166.0,48.0,40,1375.0,980.0,980.0,3315.0,2000.0,27.0,34.0,335.0,2150000.0
Piston,260.0,160.0,156.0,51.0,108,1150.0,980.0,980.0,3315.0,1925.0,27.0,34.0,1043.0,2050000.0
Piston,260.0,165.0,147.0,57.0,40,1110.0,1100.0,1100.0,2850.0,1950.0,27.0,33.0,340.0,1660000.0
Piston,205.0,142.0,135.0,57.0,40,1050.0,900.0,1100.0,2750.0,1782.0,27.0,33.0,430.0,1560000.0
Propjet,1200.0,270.0,265.0,64.0,402,1680.0,2300.0,1830.0,9920.0,5732.0,47.0,53.0,2261.0,3000000.0
Propjet,720.0,312.0,288.0,89.0,578,2380.0,2280.0,3043.0,11200.0,6837.0,43.0,47.0,1722.0,3584000.0
Propjet,720.0,290.0,275.0,87.0,390,2236.0,3230.0,3017.0,11200.0,6389.0,43.0,47.0,1515.0,3200000.0
Propjet,620.0,275.0,270.0,77.0,382,1750.0,2940.0,2446.0,9474.0,5164.0,36.0,42.0,1336.0,3240000.0
Propjet,620.0,283.0,269.0,75.0,382,2710.0,1980.0,2480.0,9000.0,5018.0,34.0,42.0,1444.0,3160000.0
